stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
178,178,Vasiljevići,,43.97701,20.89586,1,,,,,1
179,179,Branko Perisić Badža,,43.98096,20.89277,1,,,,,1
180,180,Erdeč 1 /Ambulanta/,,43.98424,20.89103,1,,,,,1
181,181,Erdeč Trafo,,43.98825,20.89085,1,,,,,1
182,182,Prodavnica,,43.99077,20.88901,1,,,,,1
183,183,Pruga,,43.99406,20.88852,1,,,,,1
184,184,Institut,,43.99817,20.89106,1,,,,,1
185,185,Zvezda,,44.00058,20.88996,1,,,,,1
186,186,Česma,,44.01482,20.93944,1,,,,,1
187,187,Novo Naselje,,44.01601,20.94317,1,,,,,1
188,188,Milovan Pavlović Mipa,,44.01392,20.94314,1,,,,,1
189,189,Košutnjak Brdo,,44.01046,20.94519,1,,,,,1
190,190,Košutnjak Okretnica,,44.00696,20.94794,1,,,,,1
191,191,Bagremar,,44.00755,20.88369,1,,,,,1
192,192,Prodavnica Kružni Put,,44.00704,20.87888,1,,,,,1
193,193,Nova Škola,,44.00747,20.87291,1,,,,,1
194,194,Velika Krivina,,44.00574,20.86876,1,,,,,1
195,195,Porta Zapis,,44.00184,20.87626,1,,,,,1
196,196,Stanovljansko Igralište,,44.00341,20.87179,1,,,,,1
197,197,Stara Škola,,44.00106,20.8808,1,,,,,1
198,198,Stanovo Semafor,,43.99906,20.88524,1,,,,,1
199,199,Treptač,,44.02556,20.86422,1,,,,,1
200,200,Škola,,44.02593,20.86158,1,,,,,1
201,201,Poskurički Put,,44.02646,20.85791,1,,,,,1
202,202,Crkva,,44.02746,20.85109,1,,,,,1
203,203,Šumarička Ravan,,44.02798,20.84744,1,,,,,1
204,204,Vojska,,44.02866,20.84279,1,,,,,1
205,205,Stari Hrast,,44.02962,20.83605,1,,,,,1
206,206,Divostin,,44.03136,20.82759,1,,,,,1
207,207,Pejovići,,44.03119,20.82077,1,,,,,1
208,208,Drača,,44.03265,20.81323,1,,,,,1
209,209,Spomenik,,44.0359,20.80894,1,,,,,1
210,210,Vikend Naselje,,44.04017,20.80836,1,,,,,1
211,211,Drača Brdo,,44.04037,20.80212,1,,,,,1
212,212,Veliko Polje,,43.9859,20.86549,1,,,,,1
213,213,Prodavnica,,43.98696,20.87029,1,,,,,1
214,214,Škola,,43.98827,20.8739,1,,,,,1
215,215,Baljkovac,,43.96408,20.91987,1,,,,,1
216,216,Bojanići Raskrsnica,,43.96541,20.91359,1,,,,,1
217,217,Groblje,,43.97325,20.9069,1,,,,,1
218,218,Erdečka Kosa,,43.97651,20.90362,1,,,,,1
219,219,Koš,,43.97999,20.90196,1,,,,,1
220,220,Prodavnica,,43.98484,20.90302,1,,,,,1
221,221,Zeleni Pojas,,43.98945,20.9094,1,,,,,1
222,222,Električar,,43.98929,20.9063,1,,,,,1
223,223,Levač /Prodavnica/,,43.99101,20.91415,1,,,,,1
224,224,Pruga,,43.992,20.91782,1,,,,,1
225,225,Vidikovac,,43.97598,20.91358,1,,,,,1
226,226,Škola,,43.9716,20.91016,1,,,,,1
227,227,Srednja Mala,,43.97932,20.91496,1,,,,,1
228,228,Porta,,43.98365,20.91665,1,,,,,1
229,229,Pruga,,43.9905,20.91902,1,,,,,1
230,230,Potok,,44.0619,20.97987,1,,,,,1
231,231,Gornja Mala,,44.06853,20.97999,1,,,,,1
232,232,Škola,,44.07036,20.97673,1,,,,,1
233,233,Miloševića Brdo,,44.07564,20.97533,1,,,,,1
234,234,Milosavljevići Raskrsnica,,44.07585,20.97135,1,,,,,1
235,235,Milosavljevići,,44.07579,20.96048,1,,,,,1
236,236,Živadinovići,,44.07429,20.95324,1,,,,,1
237,237,Živadinovići Okretnica,,44.0742,20.95028,1,,,,,1
238,238,Višnjak Raskrsnica,,44.00697,20.86813,1,,,,,1
239,239,Prodavnica Višnjak,,44.01186,20.86748,1,,,,,1
240,240,Bjelašnička,,44.01487,20.86805,1,,,,,1
241,241,Višnjak,,44.01399,20.86352,1,,,,,1
242,242,Višnjak Okretnica,,44.01564,20.86558,1,,,,,1
243,243,Korman Kamenolom,,44.06113,20.98988,1,,,,,1
244,244,Kapovac,,44.07054,20.99779,1,,,,,1
245,245,Igralište,,44.0748,21.00061,1,,,,,1
246,246,Raskrsnica Cerjak,,44.06411,21.01062,1,,,,,1
247,247,Botunje,,44.06244,21.01479,1,,,,,1
248,248,Desimirovac R. Pumpa,,44.07237,20.87717,1,,,,,1
249,249,Bapska Mala,,44.07445,20.88319,1,,,,,1
250,250,Gornja Mala,,44.07398,20.88802,1,,,,,1
251,251,Živaljevići,,44.07403,20.89363,1,,,,,1
252,252,Desimirovac Selo,,44.07792,20.90404,1,,,,,1
253,253,Autobuska Stanica,,44.01104,20.92735,1,,,,,1
254,254,Koš,,43.9954,20.93251,1,,,,,1
255,255,Dom Zdravlja,,43.99479,20.92879,1,,,,,1
256,256,Bukureška Raskrsnica,,44.03085,20.89904,1,,,,,1
257,257,Iris,,44.02871,20.95055,1,,,,,1
258,258,Kvantaš,,44.03155,20.95139,1,,,,,1
259,259,Hala Jezero 1,,44.01322,20.92357,1,,,,,1
260,260,Okretnica Bagremar,,44.00664,20.88069,1,,,,,1
261,261,M.Obradovića 65,,44.00444,20.88304,1,,,,,1
262,262,Crkva,,44.00196,20.88604,1,,,,,1
263,263,Škola,,44.03089,20.89866,1,,,,,1
264,264,Belodrimska Raskrsnica,,44.03285,20.89814,1,,,,,1
265,265,Denino Brdo,,44.03563,20.89528,1,,,,,1
266,266,Male Pčelice Prodavnica,,44.00427,20.85339,1,,,,,1
267,267,Mezijska Raskrsnica,,44.00199,20.85282,1,,,,,1
268,268,Solunska 65,,43.99919,20.85524,1,,,,,1
269,269,Rakovička Raskrsnica,,43.99115,20.88311,1,,,,,1
270,270,Donje Polje,,43.98724,20.8831,1,,,,,1
271,271,Julin Dućan,,43.9814,20.94014,1,,,,,1
272,272,Ždraljica Vodovod Okretnica,,43.97773,20.94316,1,,,,,1
273,273,Kod Koša,,43.9872,20.93414,1,,,,,1
274,274,Bresnica Crkva,,43.99063,20.93109,1,,,,,1
275,275,Prvi Maj,,44.01976,20.92006,1,,,,,1
276,276,Prvi Maj,,44.01978,20.92014,1,,,,,1
277,277,Univerzitet,,44.02298,20.92035,1,,,,,1
278,278,Mlavska,,44.03833,20.90707,1,,,,,1
279,279,Betonjerka,,44.03546,20.90408,1,,,,,1
280,280,Tenkodrom,,44.03454,20.90724,1,,,,,1
281,281,Vodoterm,,44.03328,20.90116,1,,,,,1
282,282,Ilidenska,,44.00365,20.89022,1,,,,,1
283,283,Vikend Naselje Desimirovac,,44.06907,20.87966,1,,,,,1
284,284,Stara Opstina Raskrsnica,,44.01296,20.96699,1,,,,,1
285,285,Donja Mala,,44.05087,20.92434,1,,,,,1
286,286,Kikindska,,44.04589,20.92684,1,,,,,1
287,287,Resnik Raskrsnica,,44.07653,20.89951,1,,,,,1
288,288,Stara Zvezda,,44.00253,20.89078,1,,,,,1
289,289,Resnik (G. Mala),,44.10902,20.92417,1,,,,,1
290,290,I Rakalj,,43.92168,21.01738,1,,,,,1
291,291,Zmajevac,,43.9811,20.7844,1,,,,,1
292,292,Dubrava (O),,43.89355,21.00868,1,,,,,1
293,293,Most,,44.07215,20.68295,1,,,,,1
294,294,Garaža,,44.06385,20.68724,1,,,,,1
295,295,Mrkojevac,,44.08123,20.86963,1,,,,,1
296,296,Stari Mlin,,44.0889,20.86564,1,,,,,1
297,297,Cerovac Dom,,44.09942,20.85831,1,,,,,1
298,298,Cerovac Raskrsnica,,44.10408,20.84944,1,,,,,1
299,299,Cerovac Selo,,44.1009,20.84473,1,,,,,1
300,300,Okretnica Bazeni,,44.0398,20.8795,1,,,,,1
301,301,Dragobraća Okretnica,,43.97124,20.81183,1,,,,,1
302,302,Dragobraća Škola,,43.97672,20.82531,1,,,,,1
303,303,Drenovac Raskrsnica,,43.98394,20.83452,1,,,,,1
304,304,Korićani Dom,,43.98751,20.84471,1,,,,,1
305,305,Korićani,,43.98879,20.84974,1,,,,,1
306,306,Diletova Kafana,,43.99034,20.8564,1,,,,,1
307,307,Kozujevo,,43.99238,20.86495,1,,,,,1
308,308,Male Pčelice Raskrsnica,,43.99376,20.87027,1,,,,,1
309,309,Grosnička Stanica,,43.99511,20.87602,1,,,,,1
310,310,Stanovo,,43.99829,20.88392,1,,,,,1
311,311,Zvezda Čvor,,44.00066,20.8895,1,,,,,1
312,312,Arsenal,,44.00288,20.89397,1,,,,,1
313,313,Šest Topola,,44.00375,20.89877,1,,,,,1
314,314,Mala Vaga 2,,44.00624,20.90509,1,,,,,1
315,315,Pijac 2,,44.00783,20.90948,1,,,,,1
316,316,Puavice,,44.10868,20.84116,1,,,,,1
317,317,Lužnice R.,,44.11362,20.83869,1,,,,,1
318,318,Jezero Sport,,44.01032,20.92236,1,,,,,1
319,319,Filip Kljajić 2,,44.01229,20.92638,1,,,,,1
320,320,Ilina Voda 2,,44.01502,20.93254,1,,,,,1
321,321,Eko Park,,44.01612,20.93712,1,,,,,1
322,322,Dvadeset Drugi Decembar,,44.01869,20.94174,1,,,,,1
323,323,Ilićevo,,44.02232,20.94634,1,,,,,1
324,324,Trafo Ilićevo,,44.02671,20.95291,1,,,,,1
325,325,Arena,,44.03076,20.95815,1,,,,,1
326,326,Maršić Raskrsnica,,44.03375,20.96894,1,,,,,1
327,327,Maršić 2,,44.03624,20.97467,1,,,,,1
328,328,Vila Vera,,44.12374,20.82431,1,,,,,1
329,329,Maršić Raskrsnica,,44.03361,20.96874,1,,,,,1
330,330,Korman 1,,44.04073,20.98046,1,,,,,1
331,331,Korman Brđani,,44.04772,20.98676,1,,,,,1
332,332,Korman,,44.05055,20.98921,1,,,,,1
333,333,Proleter,,44.02117,20.93748,1,,,,,1
334,334,Romanija,,44.02497,20.94254,1,,,,,1
335,335,Kožuar,,44.13401,20.80892,1,,,,,1
336,336,Desimirovac Pumpa,,44.07269,20.87679,1,,,,,1
337,337,Kriva Ćuprija,,43.99319,20.92052,1,,,,,1
338,338,Prodavnica,,43.98863,20.92418,1,,,,,1
339,339,Beloševac Škola,,43.98473,20.92764,1,,,,,1
340,340,Ždraljica Tabla,,43.98134,20.931,1,,,,,1
341,341,Rečani Ž.,,43.97608,20.93428,1,,,,,1
342,342,Ždraljica,,43.97294,20.93718,1,,,,,1
343,343,Pirotehnika,,44.00036,20.91724,1,,,,,1
344,344,Pivara,,44.00573,20.91882,1,,,,,1
345,345,Čumić Škola,,44.14783,20.78148,1,,,,,1
346,346,Ured 2,,44.01196,20.91627,1,,,,,1
347,347,Dom Sindikata,,44.01527,20.92036,1,,,,,1
348,348,Čumić Posta,,44.13672,20.78381,1,,,,,1
349,349,Kremenjača,,44.13624,20.76279,1,,,,,1
350,350,Bolnica,,44.01873,20.9136,1,,,,,1
351,351,Sveinja,,44.14301,20.74276,1,,,,,1
352,352,Petrovići,,44.15387,20.7267,1,,,,,1
353,353,Dosina Kuća,,44.16344,20.71317,1,,,,,1
354,354,Vlakča,,44.16867,20.70731,1,,,,,1
355,355,Kotraža,,44.16189,20.68957,1,,,,,1
356,356,Sušica,,44.02398,20.91152,1,,,,,1
357,357,Azbest Pumpa,,44.15732,20.66784,1,,,,,1
358,358,Bozman Ka Centru,,44.04377,20.93037,1,,,,,1
359,359,Lužnice Raskrsnica,,44.11354,20.8383,1,,,,,1
360,360,Zadruga,,44.11072,20.83027,1,,,,,1
361,361,Petrovac,,44.03955,20.91035,1,,,,,1
362,362,Grand,,44.04749,20.90471,1,,,,,1
363,363,Rosići,,44.05131,20.90045,1,,,,,1
364,364,Šumski Raj,,44.0548,20.89706,1,,,,,1
365,365,Ruski Spomenik,,44.0582,20.89337,1,,,,,1
366,366,Opornica,,44.06261,20.88735,1,,,,,1
367,367,Kafana,,44.10745,20.82558,1,,,,,1
368,368,Katanići,,44.10655,20.80244,1,,,,,1
369,369,Groblje,,44.003,20.8599,1,,,,,1
370,370,Jeftići,,44.10385,20.79466,1,,,,,1
371,371,Dom,,43.99897,20.86282,1,,,,,1
372,372,Braće Petrović,,43.99591,20.86696,1,,,,,1
373,373,Samoposluga,,44.03924,20.91071,1,,,,,1
374,374,Bare,,44.04486,20.91495,1,,,,,1
375,375,Škola,,44.0512,20.92004,1,,,,,1
376,376,Okretnica,,44.053,20.92132,1,,,,,1
377,377,Đonsko Brdo,,44.06352,20.92602,1,,,,,1
378,378,Gelovića Kuće,,44.09977,20.7807,1,,,,,1
379,379,Remontni Zavod,,43.96264,20.94908,1,,,,,1
380,380,Rečani,,44.08968,20.79593,1,,,,,1
381,381,Glavica,,44.0973,20.78239,1,,,,,1
382,382,Samoposluga,,44.00295,20.92998,1,,,,,1
383,383,Mlin,,44.0005,20.93401,1,,,,,1
384,384,Bresnica Most,,43.99684,20.93872,1,,,,,1
385,385,Bresnica Most,,43.99701,20.93803,1,,,,,1
386,386,Mironić,,44.10329,20.75743,1,,,,,1
387,387,Krečane,,44.1134,20.72902,1,,,,,1
388,388,Prodavnica Veliki Šenj,,44.10577,20.72853,1,,,,,1
389,389,V. Šenj Škola,,44.09815,20.72697,1,,,,,1
390,390,Aerodrom Crkva,,44.031,20.91066,1,,,,,1
391,391,Aerodrom Raskrsnica,,44.03194,20.90536,1,,,,,1
392,392,Vodoterm,,44.03295,20.90121,1,,,,,1
393,393,Elektrošumadija,,44.02795,20.92022,1,,,,,1
394,394,Seliste,,44.07309,20.82719,1,,,,,1
395,395,Seliste Mz,,44.07644,20.82311,1,,,,,1
396,396,G. Grbicemost,,44.08871,20.80193,1,,,,,1
397,397,Aerodrom Stadion,,44.02873,20.9058,1,,,,,1
398,398,Prodavnica,,44.03027,20.89585,1,,,,,1
399,399,Grujina Česma,,44.02934,20.90133,1,,,,,1
400,400,Vinogradi,,44.03004,20.89166,1,,,,,1
401,401,Prodavnica Pkb,,44.03527,20.88673,1,,,,,1
402,402,Prodavnica Kućni Br. 50,,44.03797,20.88414,1,,,,,1
403,403,Bazeni,,44.03941,20.88097,1,,,,,1
404,404,Zapis,,44.03857,20.87314,1,,,,,1
405,405,Poskurice Dom,,44.04192,20.8547,1,,,,,1
406,406,Poskurice,,44.04161,20.86024,1,,,,,1
407,407,Đurđevski Kraj,,44.04913,20.83695,1,,,,,1
408,408,Kovač,,44.04503,20.83937,1,,,,,1
409,409,Lipar Raskrsnica,,43.94852,20.97356,1,,,,,1
410,410,Trafo,,43.99493,20.94307,1,,,,,1
411,411,Teferičko Groblje,,43.99467,20.94949,1,,,,,1
412,412,Trmbas Raskrsnica,,43.99399,20.95304,1,,,,,1
413,413,Trmbas 1,,43.98688,20.95785,1,,,,,1
414,414,Trmbas Prodavnica,,43.98432,20.95738,1,,,,,1
415,415,Orašje Raskrsnica,,43.94369,20.97878,1,,,,,1
416,416,Dom Starih,,44.02193,20.90222,1,,,,,1
417,417,Medicinska Škola,,44.02033,20.90915,1,,,,,1
418,418,Gornja Sabanta,,43.94134,21.00463,1,,,,,1
419,419,Bunarče,,43.99243,20.96046,1,,,,,1
420,420,Strahinjina Kuća,,43.98967,20.96646,1,,,,,1
421,421,Obradova Kuća,,43.98934,20.97072,1,,,,,1
422,422,Vikend Naselje,,44.13416,20.86659,1,,,,,1
423,423,Spomenik,,44.14197,20.85741,1,,,,,1
424,424,G.Jarušice Dom,,44.15115,20.8547,1,,,,,1
425,425,G.Jarušice Trafo,,44.15451,20.85038,1,,,,,1
426,426,Glogovac,,44.05491,20.65544,1,,,,,1
427,427,Kamenica Škola,,44.06615,20.65165,1,,,,,1
428,428,Stara Kolonija Kapija,,44.00847,20.89946,1,,,,,1
429,429,Velike Pčelice Gaj,,43.91635,20.99447,1,,,,,1
430,430,Sušara,,43.93667,21.00989,1,,,,,1
431,431,Kapija Vojna,,43.98943,20.87755,1,,,,,1
432,432,Raskrsnica,,43.98512,20.87937,1,,,,,1
433,433,Spomenik,,43.9803,20.88202,1,,,,,1
434,434,Vodenica,,43.97428,20.87905,1,,,,,1
435,435,Grošnička Crkva,,43.96963,20.87484,1,,,,,1
436,436,Radosavljevića Kuća,,43.96053,20.87402,1,,,,,1
437,437,Dom,,43.95675,20.87462,1,,,,,1
438,438,Čargova Kuća,,43.94815,20.87416,1,,,,,1
439,439,Adžine Livade,,43.94072,20.87361,1,,,,,1
440,440,Pavićevići,,44.08021,20.93183,1,,,,,1
441,441,Raskrsnica,,44.08472,20.93205,1,,,,,1
442,442,Cerjak,,44.09821,20.93356,1,,,,,1
443,443,Potok,,44.10223,20.94097,1,,,,,1
444,444,Žikina Kuća,,44.10564,20.93186,1,,,,,1
445,445,Mlin,,44.11099,20.94067,1,,,,,1
