stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
446,446,Trafo,,44.1167,20.94229,1,,,,,1
447,447,Tabla Rača,,44.09358,20.8642,1,,,,,1
448,448,Samoposluga,,44.00678,20.88741,1,,,,,1
449,449,Centralna Radionica,,44.00435,20.8932,1,,,,,1
450,450,Plaza,,44.00873,20.89723,1,,,,,1
451,451,Erdoglija,,44.01203,20.89929,1,,,,,1
452,452,Erdoglijski Potok,,44.01459,20.90197,1,,,,,1
453,453,Park,,44.01674,20.90711,1,,,,,1
454,454,Tehnička Škola,,44.0198,20.90933,1,,,,,1
455,455,Pčelički Put,,43.92715,21.00768,1,,,,,1
456,456,Živkovići,,44.00818,20.96799,1,,,,,1
457,457,Izvor,,44.00534,20.96618,1,,,,,1
458,458,Trafo,,44.01578,20.95504,1,,,,,1
459,459,Spomenik,,44.01494,20.96052,1,,,,,1
460,460,Škola,,44.01883,20.95003,1,,,,,1
461,461,Galerija,,44.02245,20.88622,1,,,,,1
462,462,Hotel,,44.02405,20.87508,1,,,,,1
463,463,Roda Centar,,44.01575,20.92309,1,,,,,1
464,464,Servis,,44.02091,20.92611,1,,,,,1
465,465,Mlekara,,44.02339,20.92762,1,,,,,1
466,466,Institut Ka Bozmanu,,44.02587,20.92907,1,,,,,1
467,467,Data Centar,,44.0297,20.93031,1,,,,,1
468,468,Bozman Raskrsnica,,44.03833,20.93662,1,,,,,1
469,469,Crkva,,43.94911,21.03388,1,,,,,1
470,470,Aksića Kuće,,44.04281,20.94369,1,,,,,1
471,471,Jovanovac Raskrsnica,,44.04535,20.94771,1,,,,,1
472,472,Mesna Kancelarija,,44.05002,20.95271,1,,,,,1
473,473,Brkića Kuća,,44.05187,20.95881,1,,,,,1
474,474,Igraliste,,44.05488,20.96464,1,,,,,1
475,475,Prodavnica,,44.0578,20.97231,1,,,,,1
476,476,Trafo,,44.05992,20.9768,1,,,,,1
477,477,Raskrsnica,,43.94908,21.02842,1,,,,,1
478,478,Vasiljevići,,43.97691,20.8959,1,,,,,1
479,479,Branko Perisić Badža,,43.981,20.89267,1,,,,,1
480,480,Erdeč 1 /Ambulanta/,,43.98308,20.89134,1,,,,,1
481,481,Erdeč Trafo,,43.98859,20.89054,1,,,,,1
482,482,Prodavnica,,43.99087,20.88887,1,,,,,1
483,483,Pruga,,43.99418,20.88845,1,,,,,1
484,484,Institut,,43.99814,20.89095,1,,,,,1
485,485,Velika Jaruga,,43.95279,21.01638,1,,,,,1
486,486,Česma,,44.01478,20.94001,1,,,,,1
487,487,Novo Naselje,,44.01596,20.9431,1,,,,,1
488,488,Milovan Pavlović Mipa,,44.01398,20.94315,1,,,,,1
489,489,Košutnjak Brdo,,44.01037,20.94521,1,,,,,1
490,490,Boškova Kuća,,43.94249,21.01028,1,,,,,1
491,491,Bagremar,,44.00762,20.88381,1,,,,,1
492,492,Prodavnica Kružni Put,,44.00708,20.87896,1,,,,,1
493,493,Nova Škola,,44.00748,20.87262,1,,,,,1
494,494,Velika Krivina,,44.00564,20.86886,1,,,,,1
495,495,Porta Zapis,,44.00197,20.87584,1,,,,,1
496,496,Stanovljansko Igralište,,44.00354,20.87159,1,,,,,1
497,497,Stara Škola,,44.00088,20.88189,1,,,,,1
498,498,Stanovo Semafor,,43.99901,20.88535,1,,,,,1
499,499,Treptač,,44.02542,20.86559,1,,,,,1
500,500,Škola,,44.02601,20.8614,1,,,,,1
501,501,Poskurički Put,,44.02651,20.85801,1,,,,,1
502,502,Crkva,,44.02743,20.85162,1,,,,,1
503,503,Šumarička Ravan,,44.02793,20.84809,1,,,,,1
504,504,Vojska,,44.02872,20.84264,1,,,,,1
505,505,Stari Hrast,,44.02974,20.83556,1,,,,,1
506,506,Divostin,,44.03146,20.82745,1,,,,,1
507,507,Pejovići,,44.03125,20.82087,1,,,,,1
508,508,Drača,,44.03296,20.81285,1,,,,,1
509,509,Spomenik,,44.03571,20.80903,1,,,,,1
510,510,Vikend Naselje,,44.03996,20.80904,1,,,,,1
511,511,Đuriselo Raskrsnica,,43.97568,20.81923,1,,,,,1
512,512,Đuriselo Igralište,,43.97671,20.81477,1,,,,,1
513,513,Prodavnica,,43.98712,20.87058,1,,,,,1
514,514,Škola,,43.98827,20.87377,1,,,,,1
515,515,Đuriselo Dom,,43.97895,20.80605,1,,,,,1
516,516,Bojanići Raskrsnica,,43.96531,20.91375,1,,,,,1
517,517,Drenovac Raskrsnica 1,,43.98398,20.83425,1,,,,,1
518,518,Pirevo 1,,43.98822,20.82966,1,,,,,1
519,519,Auto Otpad 1,,43.98905,20.82336,1,,,,,1
520,520,Polje 1,,43.98816,20.81448,1,,,,,1
521,521,Lugovi 1,,43.98949,20.81046,1,,,,,1
522,522,Štale 1,,43.99363,20.79934,1,,,,,1
523,523,Vinogradi,,44.06319,20.78467,1,,,,,1
524,524,Popova Kuća,,44.06421,20.79073,1,,,,,1
525,525,D.Grbice Igralište,,44.06653,20.79438,1,,,,,1
526,526,Škola,,43.97141,20.9102,1,,,,,1
527,527,Česma,,44.07204,20.78762,1,,,,,1
528,528,Raskrsnica,,44.07518,20.79005,1,,,,,1
529,529,Gornje Grbice Škola,,44.07755,20.796,1,,,,,1
530,530,Potok,,44.0618,20.97996,1,,,,,1
531,531,Gornja Mala,,44.06847,20.98004,1,,,,,1
532,532,Škola,,44.07044,20.97676,1,,,,,1
533,533,Miloševića Brdo,,44.07575,20.97508,1,,,,,1
534,534,Milosavljevići Raskrsnica,,44.07591,20.97131,1,,,,,1
535,535,Milosavljevići,,44.07583,20.96051,1,,,,,1
536,536,Živadinovići,,44.07428,20.95307,1,,,,,1
537,537,Živadinovići,,43.981,20.79612,1,,,,,1
538,538,Višnjak Raskrsnica,,44.00708,20.86811,1,,,,,1
539,539,Prodavnica Višnjak,,44.01193,20.86753,1,,,,,1
540,540,Ženski Raj,,44.0456,20.78773,1,,,,,1
541,541,Grbice Raskrsnica,,44.05147,20.78285,1,,,,,1
542,542,Kutlovo Stovariste,,44.05057,20.76514,1,,,,,1
543,543,Korman Kamenolom,,44.06112,20.98998,1,,,,,1
544,544,Kapovac,,44.07055,20.99792,1,,,,,1
545,545,Igraliste,,44.07429,21.00026,1,,,,,1
546,546,Raskrsnica Cerjak,,44.06427,21.01044,1,,,,,1
547,547,Kutlovo,,44.04626,20.76186,1,,,,,1
548,548,Desimirovac R. Pumpa,,44.0723,20.87735,1,,,,,1
549,549,Bapska Mala,,44.07438,20.88324,1,,,,,1
550,550,Gornja Mala,,44.07385,20.88805,1,,,,,1
551,551,Živaljevići,,44.07416,20.89375,1,,,,,1
552,552,Rogojevac,,44.03971,20.75001,1,,,,,1
553,553,Rogojevac Crkva,,44.04171,20.74176,1,,,,,1
554,554,Koš,,43.99546,20.93255,1,,,,,1
555,555,Dom Zdravlja,,43.99469,20.92874,1,,,,,1
556,556,Kikojevac I,,44.0463,20.72788,1,,,,,1
557,557,Iris,,44.02875,20.95067,1,,,,,1
558,558,Kikojevac,,44.05112,20.71581,1,,,,,1
559,559,Hala Jezero 2,,44.01336,20.92325,1,,,,,1
560,560,Dobrača Raskrsnica,,44.05145,20.70856,1,,,,,1
561,561,Tanasijevići,,44.06257,20.70752,1,,,,,1
562,562,Dobrača Dom,,44.06995,20.70655,1,,,,,1
563,563,Trafo,,44.06741,20.71555,1,,,,,1
564,564,Belodrimska Raskrsnica,,44.03283,20.89822,1,,,,,1
565,565,Đurđevići Raskrsnica,,44.08256,20.70879,1,,,,,1
566,566,Lukovići,,44.0902,20.70466,1,,,,,1
567,567,Ugljarevac,,44.09933,20.69244,1,,,,,1
568,568,Ugljarevac Raskrsnica,,44.10101,20.68559,1,,,,,1
569,569,Rakovička Raskrsnica,,43.99128,20.88308,1,,,,,1
570,570,Donje Polje,,43.98722,20.88301,1,,,,,1
571,571,Julin Dućan,,43.98146,20.93999,1,,,,,1
572,572,Katanića Breg,,44.05834,20.83414,1,,,,,1
573,573,Kod Koša,,43.98711,20.93415,1,,,,,1
574,574,Raketna Stanica,,44.10192,20.67796,1,,,,,1
575,575,Perišina Kuća,,44.09933,20.67295,1,,,,,1
576,576,Ramaća Dom,,44.09125,20.67125,1,,,,,1
577,577,Univerzitet,,44.02249,20.92036,1,,,,,1
578,578,Mlavska,,44.03829,20.90697,1,,,,,1
579,579,Betonjerka,,44.03551,20.90409,1,,,,,1
580,580,Tenkodrom,,44.03448,20.90725,1,,,,,1
581,581,Vodoterm,,44.03323,20.90101,1,,,,,1
582,582,Ilidenska,,44.00376,20.8902,1,,,,,1
583,583,Vikend Naselje Desimirovac,,44.06814,20.88062,1,,,,,1
584,584,Stara Opstina Raskrsnica,,44.01285,20.96698,1,,,,,1
585,585,Vasovići,,44.0772,20.67915,1,,,,,1
586,586,Kikindska Ka Petrovcu,,44.04591,20.92695,1,,,,,1
587,587,Resnik Raskrsnica,,44.07648,20.89955,1,,,,,1
588,588,Ruski Spomenik Okretnica,,44.05837,20.89343,1,,,,,1
589,589,Viktora Bubnja,,43.99732,20.94377,1,,,,,1
590,590,Bresnički Do,,44.00397,20.93491,1,,,,,1
593,593,Skver,,44.00201,20.93986,1,,,,,1
594,594,Metro Kruzni Tok,,44.01954,20.930666,1,,,,,1
595,595,Grujina Prodavnica,,44.03306,20.96187,1,,,,,1
596,596,Grujina Prodavnica,,44.03306,20.96209,1,,,,,1
597,597,Cerovac Dom,,44.09946,20.85847,1,,,,,1
598,598,Cerovac Raskrsnica,,44.10402,20.85005,1,,,,,1
599,599,Cerovac Selo 2,,44.10078,20.84462,1,,,,,1
600,600,Velika Sugubina,,43.94562,21.04247,1,,,,,1
601,601,Bukorovac,,44.00364,21.01656,1,,,,,1
602,602,Kamenica,,44.07258,20.64747,1,,,,,1
603,603,Donje Grbice Prodavnica,,44.07958,20.79503,1,,,,,1
604,604,Resnik,,44.12247,20.93302,1,,,,,1
605,605,Dulene,,43.86921,20.95069,1,,,,,1
606,606,Stragari,,44.15202,20.66525,1,,,,,1
607,607,Donje Komarice,,44.05925,21.0992,1,,,,,1
608,608,Mala Vrbica,,44.08877,20.72836,1,,,,,1
609,609,Pajazitovo,,44.09915,20.77369,1,,,,,1
610,610,Drenovac,,43.99642,20.7971,1,,,,,1
611,611,Lužnice,,44.10733,20.81594,1,,,,,1
612,612,Jarušice Kusovac,,44.16864,20.83917,1,,,,,1
613,613,Krejina Kafana,,43.94718,20.79543,1,,,,,1
614,614,Stovarište,,43.99511,20.94387,1,,,,,1
615,615,Cerovac Okretnica,,44.09704,20.84411,1,,,,,1
616,616,Puavice,,44.10896,20.84111,1,,,,,1
617,617,Lužnice Raskrsnica,,44.11384,20.83869,1,,,,,1
618,618,Mrkojevac,,44.08045,20.8702,1,,,,,1
619,619,Stari Mlin,,44.09042,20.86482,1,,,,,1
620,620,Jabučje Raskrsnica,,43.9892,20.98276,1,,,,,1
621,621,Groblje,,43.98729,20.98862,1,,,,,1
622,622,Mujina Kuća,,43.98803,20.9962,1,,,,,1
623,623,Škola,,43.98935,21.00135,1,,,,,1
624,624,Kovačnica,,43.99689,21.0089,1,,,,,1
625,625,Zadruga,,44.04918,20.99446,1,,,,,1
626,626,Kormanski Put Mala Reka,,44.04405,20.99705,1,,,,,1
627,627,Dolina Kuća,,44.04098,21.00131,1,,,,,1
628,628,Vila Vera,,44.12383,20.82425,1,,,,,1
629,629,Rajkin Kamen,,44.04191,21.02816,1,,,,,1
630,630,Jocića Kuća,,44.04274,21.04236,1,,,,,1
631,631,Gornja Mala,,44.04376,21.05339,1,,,,,1
632,632,Škola,,44.05156,21.06371,1,,,,,1
633,633,Stublina,,44.05402,21.07481,1,,,,,1
634,634,Kusača,,44.05533,21.09036,1,,,,,1
635,635,Kožuar,,44.13406,20.80882,1,,,,,1
636,636,Orašje Trafo,,43.93035,20.96787,1,,,,,1
637,637,Selimirova Kuća,,43.92432,20.96848,1,,,,,1
638,638,Groblje,,43.91504,20.97035,1,,,,,1
639,639,Potkivač,,43.90581,20.97496,1,,,,,1
640,640,Mesna Kancelarija,,43.90053,20.97503,1,,,,,1
641,641,Dulekana,,43.90023,20.97984,1,,,,,1
642,642,Štale,,43.90034,20.99062,1,,,,,1
643,643,Raskrsnica Denkovac,,43.89482,20.98578,1,,,,,1
644,644,Filipovića Kuća,,43.8898,20.97402,1,,,,,1
645,645,Maksimovića Kuća,,43.8851,20.95591,1,,,,,1
646,646,Nastića Kuće,,44.04866,21.05745,1,,,,,1
647,647,Lekina Bara,,44.00741,20.92561,1,,,,,1
648,648,Čumić Pošta,,44.13677,20.78393,1,,,,,1
649,649,Kremenjača,,44.13633,20.76347,1,,,,,1
650,650,Silos,,44.00937,20.92989,1,,,,,1
651,651,Svetinja,,44.14308,20.7427,1,,,,,1
652,652,Petrovići,,44.15399,20.72659,1,,,,,1
653,653,Dosina Kuća,,44.16355,20.71306,1,,,,,1
654,654,Vlakča,,44.16875,20.70723,1,,,,,1
655,655,Kotraža,,44.16189,20.6897,1,,,,,1
656,656,Koletina,,44.15979,20.67663,1,,,,,1
657,657,Azbest Pumpa,,44.15731,20.66771,1,,,,,1
658,658,Južna Obilaznica,,44.00844,20.93469,1,,,,,1
659,659,Lužnice Raskrsnica,,44.11363,20.83834,1,,,,,1
660,660,Zadruga,,44.11079,20.83031,1,,,,,1
661,661,Gaj,,44.03381,21.0105,1,,,,,1
662,662,Parlog,,44.03299,21.01641,1,,,,,1
663,663,D. Komarice Raskrs.,,44.03178,21.02089,1,,,,,1
664,664,Gašina Kuća,,44.02811,21.02482,1,,,,,1
665,665,Nastića Kuće,,44.04877,21.05744,1,,,,,1
666,666,Lepino Brdo,,43.98177,20.95624,1,,,,,1
667,667,Kafana,,44.10743,20.82542,1,,,,,1
668,668,Katanići,,44.1067,20.80256,1,,,,,1
669,669,Petrovac Igralište,,44.0421,20.91265,1,,,,,1
670,670,Jeftići,,44.10388,20.79452,1,,,,,1
671,671,Donja Sabanta,,43.95451,20.96291,1,,,,,1
672,672,Novi Milanovac,,44.07308,20.93362,1,,,,,1
673,673,Šljivovac,,44.05353,20.83841,1,,,,,1
674,674,Drača Brdo,,44.04052,20.80156,1,,,,,1
675,675,Zapis Ka Desimirovcu,,44.08441,20.8823,1,,,,,1
676,676,Bapska Mala Okretnica,,44.0868,20.88117,1,,,,,1
677,677,Trafo Okretnica,,43.98922,20.92895,1,,,,,1
678,678,Gelovića Kuće,,44.09968,20.78067,1,,,,,1
679,679,Koletina,,44.15988,20.67656,1,,,,,1
680,680,Rečani,,44.08981,20.79586,1,,,,,1
681,681,Glavica,,44.09739,20.78227,1,,,,,1
682,682,Milanovački Put 2,,44.02338,20.8811,1,,,,,1
683,683,Šumaričko Jezero,,44.02756,20.88366,1,,,,,1
684,684,Hrvatski Spomenik,,44.02614,20.89334,1,,,,,1
685,685,Đorđevića Raskrsnica,,44.04241,20.84888,1,,,,,1
686,686,Mironić,,44.10331,20.75757,1,,,,,1
687,687,Krečane,,44.11351,20.72899,1,,,,,1
688,688,Prodavnica Veliki Šenj,,44.10588,20.72854,1,,,,,1
689,689,V. Šenj Škola,,44.09828,20.72694,1,,,,,1
690,690,Markovića Kuće,,44.09076,20.72776,1,,,,,1
691,691,Mali Šenj,,44.10478,20.78768,1,,,,,1
692,692,Grada Piteštija 76,,43.99935,20.94179,1,,,,,1
693,693,Stara Samoposluga,,43.99801,20.94365,1,,,,,1
694,694,Selište,,44.07308,20.82727,1,,,,,1
695,695,Selište Mz,,44.07638,20.82336,1,,,,,1
696,696,G. Grbice Most,,44.08893,20.80192,1,,,,,1
697,697,Goločelo,,43.96277,20.8099,1,,,,,1
698,698,Donja Mala Ka Petrovcu,,44.05045,20.92433,1,,,,,1
699,699,Okretnica,,44.01597,20.85506,1,,,,,1
700,700,Hala,,44.01267,20.85585,1,,,,,1
701,701,Staro Selo,,44.01097,20.85772,1,,,,,1
702,702,Crkva,,44.00907,20.85942,1,,,,,1
703,703,Koš,,44.0067,20.86351,1,,,,,1
704,704,Fazanerija,,44.01355,20.87122,1,,,,,1
705,705,Vodovod,,44.01014,20.87783,1,,,,,1
706,706,Mileve Rajčević,,44.00925,20.88068,1,,,,,1
707,707,Raskrsnica Kružni Put,,44.00726,20.8798,1,,,,,1
708,708,Dud,,44.07615,20.71185,1,,,,,1
709,709,Lipar Raskrsnica,,43.94872,20.97343,1,,,,,1
710,710,Milatovac,,44.08938,20.98227,1,,,,,1
711,711,Maršić Okretnica,,44.024236,20.973375,1,,,,,1
712,712,Damljanovići,,44.07669,20.98064,1,,,,,1
713,713,Kostići Cvetojevac,,44.08012,20.98331,1,,,,,1
714,714,Palata Pravde,,44.025793,20.923301,1,,,,,1
715,715,Orašje Raskrsnica,,43.94375,20.97859,1,,,,,1
718,718,Gornja Sabanta 2,,43.94126,21.00352,1,,,,,1
719,719,Stara Ciglana,,43.99363,20.88402,1,,,,,1
720,720,Vikend Naselje,,43.96709,20.85418,1,,,,,1
721,721,Gvozdenovići Trafo,,43.95525,20.8543,1,,,,,1
722,722,Vikend Naselje Ka Selu,,44.13423,20.86661,1,,,,,1
723,723,Spomenik Ka Selu,,44.14212,20.85736,1,,,,,1
724,724,G.Jarušice Dom Ka Selu,,44.15103,20.85486,1,,,,,1
725,725,Trafo Ka Selu,,44.15438,20.85054,1,,,,,1
726,726,Glogovac,,44.0548,20.65554,1,,,,,1
727,727,Kamenica Škola,,44.0662,20.65167,1,,,,,1
730,730,Sušara,,43.93661,21.00983,1,,,,,1
731,731,Simens,,44.120794,20.864431,1,,,,,1
732,732,Mind,,44.122529,20.857562,1,,,,,1
733,733,Simens 2,,44.117833,20.861362,1,,,,,1
735,735,Vikend Naselje 108,,43.98967,20.97692,1,,,,,1
736,736,Vinjage,,43.98289,20.78891,1,,,,,1
740,740,Pavićevići,,44.08013,20.9319,1,,,,,1
741,741,Raskrsnica,,44.08443,20.93205,1,,,,,1
742,742,Cerjak,,44.09826,20.93375,1,,,,,1
743,743,Potok,,44.10227,20.94125,1,,,,,1
744,744,Žikina Kuća 2,,44.10565,20.93199,1,,,,,1
745,745,Mlin,,44.11088,20.94087,1,,,,,1
746,746,Trafo,,44.11679,20.94233,1,,,,,1
747,747,Tabla Rača Ka Rači,,44.09356,20.86431,1,,,,,1
755,755,Pčelički Put,,43.92692,21.00768,1,,,,,1
760,760,Okretnica Bagremar,,44.00655,20.88064,1,,,,,1
761,761,M.Obradovića 65,,44.00439,20.88299,1,,,,,1
763,763,Škola,,44.03094,20.8987,1,,,,,1
769,769,Crkva Velika Sugubina 2,,43.94906,21.03394,1,,,,,1
771,771,Nikom Ka Centru,,44.027451,20.934402,1,,,,,1
772,772,Podvoznjak Ka Centru,,44.02423,20.93192,1,,,,,1
774,774,Bresnica Crkva,,43.99059,20.93104,1,,,,,1
775,775,Zapis Ka Mali,,44.08449,20.88228,1,,,,,1
777,777,Raskrsnica 2,,43.94906,21.02829,1,,,,,1
785,785,Velika Jaruga 2,,43.95281,21.01647,1,,,,,1
790,790,Boškova Kuća 2,,43.94237,21.01018,1,,,,,1
793,793,Most,,44.07207,20.6829,1,,,,,1
794,794,Garaža,,44.06373,20.68721,1,,,,,1
795,795,Stovarište,,43.99504,20.94382,1,,,,,1
796,796,Bresnica 3,,43.99842,20.94692,1,,,,,1
797,797,Mostarska 69,,43.99975,20.94328,1,,,,,1
798,798,Skver,,44.00193,20.93982,1,,,,,1
799,799,Bresnički Do,,44.00393,20.93486,1,,,,,1
800,800,Južna Obilaznica,,44.00909,20.93453,1,,,,,1
801,801,Silos,,44.00927,20.92983,1,,,,,1
802,802,Lekina Bara,,44.00732,20.92548,1,,,,,1
803,803,Koš,,44.00677,20.86343,1,,,,,1
804,804,Crkva,,44.00917,20.85935,1,,,,,1
805,805,Staro Selo,,44.01108,20.85773,1,,,,,1
806,806,Hala,,44.01291,20.8558,1,,,,,1
808,808,Dud,,44.07626,20.71186,1,,,,,1
811,811,Đuriselo Raskrsnica,,43.97571,20.81915,1,,,,,1
812,812,Đuriselo Igralište,,43.97669,20.81484,1,,,,,1
815,815,Đuriselo Dom,,43.97899,20.80585,1,,,,,1
817,817,Drenovac Raskrsnica 2,,43.98404,20.83426,1,,,,,1
818,818,Pirevo 2,,43.98821,20.82979,1,,,,,1
819,819,Auto Otpad 2,,43.98907,20.82327,1,,,,,1
820,820,Polje 2,,43.9882,20.81435,1,,,,,1
821,821,Lugovi 2,,43.98948,20.81061,1,,,,,1
822,822,Štale 2,,43.99363,20.79944,1,,,,,1
823,823,Vinogradi,,44.06311,20.78476,1,,,,,1
824,824,Popova Kuća,,44.06425,20.79083,1,,,,,1
825,825,D.Grbice Igralište,,44.06649,20.79454,1,,,,,1
827,827,Česma,,44.07205,20.78774,1,,,,,1
828,828,Raskrsnica,,44.07523,20.7902,1,,,,,1
829,829,Gornje Grbice Škola,,44.07738,20.79588,1,,,,,1
835,835,Vikend Naselje 108,,43.98959,20.97765,1,,,,,1
836,836,Vinjage,,43.98282,20.78864,1,,,,,1
837,837,Groblje,,43.981,20.79635,1,,,,,1
840,840,Ženski Raj,,44.04579,20.78746,1,,,,,1
841,841,Grbice Raskrsnica,,44.05143,20.78302,1,,,,,1
842,842,Kutlovo Stovarište,,44.0503,20.76457,1,,,,,1
847,847,Kutlovo,,44.04641,20.76189,1,,,,,1
852,852,Rogojevac,,44.03977,20.75014,1,,,,,1
853,853,Rogojevac Crkva,,44.04163,20.74215,1,,,,,1
856,856,Kikojevac I,,44.04643,20.72787,1,,,,,1
858,858,Kikojevac,,44.0512,20.7157,1,,,,,1
860,860,Dobrača Raskrsnica,,44.05151,20.70875,1,,,,,1
861,861,Tanasijevići,,44.06255,20.70738,1,,,,,1
862,862,Dobrača Dom,,44.06985,20.70646,1,,,,,1
863,863,Trafo,,44.06747,20.71565,1,,,,,1
865,865,Đurđevićiraskrsnica,,44.08242,20.70893,1,,,,,1
866,866,Lukovići,,44.09032,20.7046,1,,,,,1
867,867,Ugljarevac,,44.09934,20.69229,1,,,,,1
868,868,Ugljarevac Raskrsnica,,44.10108,20.68538,1,,,,,1
872,872,Katanića Breg,,44.05829,20.8342,1,,,,,1
874,874,Raketna Stanica,,44.10181,20.67818,1,,,,,1
875,875,Perišina Kuća,,44.09922,20.67293,1,,,,,1
876,876,Ramaća Dom,,44.09101,20.67132,1,,,,,1
885,885,Vasovići,,44.07735,20.67908,1,,,,,1
890,890,Markovića Kuće,,44.09054,20.72769,1,,,,,1
891,891,Mali Šenj,,44.10481,20.78782,1,,,,,1
900,900,Autobuska Stanica I,,44.01029,20.92757,1,,,,,1
909,909,Pajazitovo,,44.09902,20.77377,1,,,,,1
911,911,Lužnice,,44.1074,20.81577,1,,,,,1
912,912,Damljanovići Ka Milatovcu,,44.07673,20.98074,1,,,,,1
913,913,Kostići Milatovac,,44.08021,20.98337,1,,,,,1
919,919,Stara Ciglana,,43.99369,20.88384,1,,,,,1
920,920,Jabučje Raskrsnica,,43.98913,20.98301,1,,,,,1
921,921,Groblje,,43.98725,20.98865,1,,,,,1
922,922,Mujina Kuća,,43.98801,20.99596,1,,,,,1
923,923,Škola,,43.98949,21.0013,1,,,,,1
924,924,Kovačnica,,43.99682,21.00878,1,,,,,1
925,925,Zadruga,,44.04927,20.99424,1,,,,,1
926,926,Kormanski Put Mala Reka,,44.0441,20.99694,1,,,,,1
927,927,Dolina Kuća,,44.04084,21.00148,1,,,,,1
928,928,Gornje Komarice,,44.02911,21.03169,1,,,,,1
929,929,Rajkin Kamen,,44.04184,21.02807,1,,,,,1
930,930,Jocića Kuća,,44.04278,21.04249,1,,,,,1
931,931,Gornja Mala,,44.0437,21.05351,1,,,,,1
932,932,Škola,,44.05149,21.0637,1,,,,,1
933,933,Stublina,,44.05401,21.07457,1,,,,,1
934,934,Kusača,,44.05526,21.09029,1,,,,,1
936,936,Orašje Trafo,,43.93047,20.96782,1,,,,,1
937,937,Selimirova Kuća,,43.92439,20.96834,1,,,,,1
938,938,Groblje,,43.91497,20.97028,1,,,,,1
939,939,Potkivač,,43.90587,20.97489,1,,,,,1
940,940,Mesna Kancelarija,,43.90042,20.9751,1,,,,,1
941,941,Dulekana,,43.90022,20.98006,1,,,,,1
942,942,Štale,,43.90042,20.99038,1,,,,,1
943,943,Raskrsnica Denkovac,,43.89492,20.98575,1,,,,,1
944,944,Filipovića Kuća,,43.8898,20.97424,1,,,,,1
945,945,Maksimovića Kuća,,43.88509,20.95575,1,,,,,1
956,956,Goločelo,,43.96378,20.80996,1,,,,,1
961,961,Gaj,,44.03374,21.01032,1,,,,,1
962,962,Parlog,,44.03294,21.01649,1,,,,,1
963,963,D. Komarice Raskrs.,,44.0317,21.02093,1,,,,,1
964,964,Gašina Kuća 2,,44.02808,21.02464,1,,,,,1
965,965,Velike Livade,,43.9496,20.80213,1,,,,,1
966,966,Lepino Brdo,,43.98175,20.95608,1,,,,,1
967,967,Gornje Goločelo,,43.9484,20.8012,1,,,,,1
969,969,Petrovac Igralište,,44.04223,20.91289,1,,,,,1
971,971,Nikom,,44.027817,20.934786,1,,,,,1
972,972,Bazeni,,44.03932,20.88044,1,,,,,1
985,985,Đorđevića Raskrsnica 2,,44.04253,20.84853,1,,,,,1
